permutation,R2,Q2
48,0.2581321696267564,0.07709304110197321
49,0.2335261220301975,-0.05623177263753612
50,0.2412329568519429,0.03918235528164765
51,0.13936496537227563,0.011481158806679062
52,0.27524100433663207,-0.07572828016212313
53,0.040001731667108666,-0.007071352500352665
54,0.1593395657566766,0.011785058074373467
55,0.09518938723960428,0.051050002711155895
56,0.13277202758040796,0.06300130146633678
57,0.2676060889023054,-0.01465184862826889
58,0.27205641913683404,-0.010817277584659918
59,0.04774737226289979,0.07229898195665246
60,0.13502092717407244,0.050355357300102294
61,0.2519588663525762,-0.0445377293738519
62,0.2333024506001915,-0.0030805965859466433
63,0.07177375914438985,-0.01202548134701946
64,0.21406345878331692,-0.053101284397072936
65,0.10075426098639419,0.07860536655806336
66,0.02417329729730053,-0.06983386839738269
67,0.11491058772940144,-0.0694389466845704
68,0.06418586313179622,-0.017026420820356367
69,0.09926441731142506,-0.006815139329769876
70,0.018679713175075597,0.06657823386809755
71,0.11684304380008237,0.053959154462932646
72,0.28381861007703013,-0.09609360865245459
73,0.26419700182734707,0.015138069362016046
74,0.14309391976720706,0.08854833148681937
75,0.08958379571171503,-0.02200267038725623
76,0.2674924625905536,0.06714573415968014
77,0.16146617028306945,0.046926812151271535
78,0.2399604512823803,0.07956226947983905
79,0.14646884326507514,-0.04541293764734869
80,0.1456925981395501,-0.02222855935077439
81,0.20066208618687512,0.05962846488403778
82,0.21725441328818662,0.06810113261251172
83,0.27586248620069276,0.09614439550378465
84,0.1602370888597513,0.08138577251735366
85,0.17756783268837326,0.03259995136723226
86,0.025184238648600064,-0.01427744606778103
87,0.260055406678539,-0.06365419469731357
88,0.07804689417579141,-0.03452946661165315
89,0.13640979750494464,-0.03249989038522587
90,0.2638919958005686,-0.044348676872238806
91,0.28536123595816854,-0.015687034648252246
92,0.2504732744736364,-0.005938632757390622
93,0.2247072783248552,-0.08958287835134891
94,0.2855759077145763,-0.055155566856050366
95,0.020585511135830823,0.09145712055527366
96,0.01207744126222997,-0.09379400022385759
97,0.0741849911198631,0.06784576925691962
98,0.18640069697584735,-0.05229101162221883
99,0.1420683182838384,-0.07712211077813869
100,0.28432710666499555,-0.006993203312955859
101,0.07687310896865597,-0.026220965135411722
102,0.1817678077680934,0.09274694882024176
103,0.21550716857880248,0.055558377235086526
104,0.04912974305015975,-0.03779221608028003
105,0.17360541975277308,0.08577743368142432
106,0.17273901852372422,0.08160523020948893
107,0.11259208782759553,0.08829411970826193
108,0.059498933127514586,0.018419572249970442
109,0.2491714901340955,-0.05143012389257358
110,0.20915790074873167,-0.039683462902466604
111,0.20527771174999684,0.0611055927292333
112,0.23886816498006358,0.013186511073463178
113,0.012320739061840835,0.0065490490621000486
114,0.19845640220620678,-0.0862086526960719
115,0.19426297621704153,-0.09746956996682939
116,0.12601762225254828,-0.001959659001918343
117,0.13005702039775452,-0.027562392300985603
118,0.2674725044415309,-0.00805213047965074
119,0.04589734472815797,-0.06477260778278812
120,0.15652402408154395,0.03009148280334828
121,0.18477370621606531,0.08392353138055339
122,0.23239243511147237,-0.0070252456730984375
123,0.24772037952622666,0.018494923812740344
124,0.09669137489433545,-0.05090096618126183
125,0.28038656358420005,-0.04421435016150597
126,0.13524060005813113,0.05009525636540124
127,0.17095489340349665,0.033637694089098724
128,0.10091898596741257,-0.0011386992768156051
129,0.09750425036662784,-0.0024900135217311298
130,0.10644748985282858,-0.048329518228264395
131,0.0838975464112758,0.019231001587485877
132,0.26403220357656904,0.011158205583916753
133,0.15498817551448024,-0.061788715294580236
134,0.07240681511180398,-0.018714375065896155
135,0.16655286347455825,-0.05193521277515689
136,0.14282793323524942,0.04236848129454454
137,0.13445236487597123,-0.09655134813032547
138,0.08827067439614919,-0.019119774264414385
139,0.07299154916302715,0.03279200431936319
140,0.11070613519831109,0.010694591002049919
141,0.10312721824386076,0.09932629279186642
142,0.16511654182700355,-0.029637894477166346
143,0.13612357885595355,-0.03867540173023392
144,0.06916141238955233,0.04425686626521391
145,0.09466438320179595,0.04857621272782081
146,0.28526326811803043,0.03803271082811033
147,0.05746229190316342,0.04772093070179012
148,0.08294988809060677,0.017917381192158174
149,0.22806236861192478,0.01935814810246035
150,0.29415318913875393,0.0665256726654136
151,0.08887393897954333,-0.02782378617012271
152,0.09068027663413067,0.04160369714220627
153,0.037974887954394486,-0.09089685980335634
154,0.016357806071696335,-0.04157267108944449
155,0.2832268844387222,0.027573931021185494
156,0.22583765273737613,-0.07948247064244787
157,0.0036796210126523897,-0.043132134572570126
158,0.1436142625819194,-0.031858813487941534
159,0.28964929294148845,-0.04950432190140548
160,0.25851688938825396,-0.07718257185501509
161,0.019603030534179743,-0.0016506879417863968
162,0.1731063469412454,0.037290203651203335
163,0.04551810208528693,0.06222841525500952
164,0.28473769270740934,-0.082963818320754
165,0.07445728656303484,0.0116146069235257
166,0.12485220642309852,0.019225369082005048
167,0.18552550574918195,0.055138707939643455
168,0.1141134078439648,0.08170087552476077
169,0.08920593975521621,0.017705027744220586
170,0.12864895084212774,0.013725894124846635
171,0.018069091311762254,0.09202175548685984
172,0.029770072432436467,0.05254742087094175
173,0.18765450912198095,-0.04707077494199852
174,0.024356239640095288,-0.052026964465061526
175,0.1655976736733277,-0.06869347691137237
176,0.12255527179800799,0.037874227156953794
177,0.14097374370230575,-0.09347202892381515
178,0.08643146687810678,-0.04345632537754245
179,0.2578820194021567,-0.08576404796930415
180,0.07002714184800767,-0.047089074868220074
181,0.23737432351348844,0.017957917841051566
182,0.24117170408443014,-0.06043615724870717
183,0.03443289073831372,-0.055038109946795234
184,0.04469682032259876,-0.046873505671871964
185,0.04267088563310318,-0.0880723920972306
186,0.23778856986972347,0.019008807463880936
187,0.24727209039600276,0.08423850579352762
188,0.13174603460212123,-0.006260405944767622
189,0.09122735716343001,-0.01949829616743888
190,0.08167385794327893,0.007996312519602797
191,0.1313276590714794,0.019607332408220726
192,0.2668268667877361,0.04690678465712306
193,0.18111409228377318,-0.09482702152233291
194,0.0686773247165481,0.034859673434434246
195,0.25815506184518133,0.017424586341956677
196,0.006223636864660109,0.052952076006355264
197,0.24642637357751507,0.015249396920549357
198,0.22893270125151163,-0.06496185441240548
199,0.1556891522962812,-0.011554119115959424
